display,name,niche_status,revenue,avg_price,commission,buyout_pct,profit_pct,sellers_with_sales,mpstats_path,issues,is_critical
Продукты / Колбаски,Баски,seasonal,0,"1,350",0.0%,80.0%,46.8%,0,Продукты/Готовая еда/Закуски/Колбаски,"no_commission, no_sellers",False
Крепления для поручней,Крепления для поручней,seasonal,0,258,0.0%,0.0%,3.5%,0,Дом/Ванная/Поручни и ручки/Поручни для ванной комнаты,"no_commission, no_buyout, no_sellers",False
Для ремонта / Коннекторы шинопроводов,Коннекторы садовые,dead,0,276,0.0%,100.0%,7.1%,0,Сад и дача/Полив/Коннекторы и штуцеры садовые,"no_commission, no_sellers",False
Автотовары / Датчики фаз,Датчики задымления,seasonal,0,"1,142",1250.0%,93.8%,0.0%,0,Автотовары/Запчасти/Электрооборудование/Датчики автомобильные/Датчик автомобильный,"no_profit, no_sellers",False
Серьги ювелирная бижутерия,Серьги ювелирная бижутерия,seasonal,0,"1,000",0.0%,100.0%,43.2%,0,Аксессуары/Бижутерия/Серьги,"no_commission, no_sellers",False
Ограничители для двери,Ограничители для двери,dead,0,"9,716",0.0%,100.0%,55.6%,0,"Для ремонта/Двери, окна и фурнитура/Двери и фурнитура/Стопор и ограничитель двери","no_commission, no_sellers",False
Аноды для водонагревателей,Аноды для водонагревателей,seasonal,0,808,0.0%,100.0%,39.9%,0,Для ремонта/Водоснабжение и газоснабжение/Запчасти для водоснабжения/Запчасть для водонагревателя,"no_commission, no_sellers",False
Манго,Манго,dead,0,193,0.0%,100.0%,0.0%,0,,"no_commission, no_profit, no_sellers",False
Автотовары / Датчики фаз,Датчики двери,seasonal,0,"1,003",1250.0%,71.9%,0.0%,0,Автотовары/Запчасти/Электрооборудование/Датчики автомобильные/Датчик автомобильный,"no_profit, no_sellers",False
Бытовая техника / Весы,Весы электронные,dead,0,"1,165",0.0%,100.0%,45.2%,0,Бытовая техника/Красота и здоровье/Весы напольные/Умные весы,"no_commission, no_sellers",False
Красота / Ватные палочки,Куриные палочки,seasonal,0,972,1650.0%,0.0%,0.0%,0,Дом/Кухня/Кухонная утварь/Палочки для еды,"no_buyout, no_profit, no_sellers",False
Дом / Крючки,Крючки для ванной,seasonal,0,367,0.0%,100.0%,19.4%,0,Для ремонта/Сантехника/Аксессуары для ванной,"no_commission, no_sellers",False
Продукты / Тан,Танкини,seasonal,0,"2,090",0.0%,100.0%,50.4%,0,Продукты/Готовая еда/Напитки/Тан,"no_commission, no_sellers",False
Обувь / Босоножки,Ножки куриные,seasonal,0,254,1650.0%,0.0%,0.0%,0,Обувь/Женская/Босоножки и сандалии/Босоножки,"no_buyout, no_profit, no_sellers",False
Блейзеры для малышей,Блейзеры для малышей,seasonal,0,"3,308",0.0%,100.0%,52.8%,0,Детям/Для девочек/Костюмы/Костюм для малыша,"no_commission, no_sellers",False
Женщинам / Подкладки для бретелей,Подкладки для мебели,seasonal,0,383,0.0%,100.0%,21.0%,0,Для ремонта/Крепеж/Мебельная фурнитура/Накладка-протектор для мебели,"no_commission, no_sellers",False
Женщинам / Бандажи,Бандажи коленные,seasonal,0,782,0.0%,100.0%,39.4%,0,Здоровье/Ортопедия/Бандажи и ортезы,"no_commission, no_sellers",False
Комплекты спального места,Комплекты спального места,seasonal,0,"2,593",0.0%,100.0%,51.7%,0,Мебель/По помещениям/Спальня/Комплекты мебели,"no_commission, no_sellers",False
Браслеты ювелирная бижутерия,Браслеты ювелирная бижутерия,seasonal,0,868,0.0%,0.0%,41.1%,0,Аксессуары/Бижутерия/Браслеты,"no_commission, no_buyout, no_sellers",False
Кушоны,Кушоны,dead,0,600,0.0%,100.0%,34.0%,0,,"no_commission, no_sellers",False
Женщинам / Бандажи,Бандажи локтевые,seasonal,0,610,0.0%,100.0%,34.4%,0,Здоровье/Ортопедия/Бандажи и ортезы,"no_commission, no_sellers",False
Продукты / Варенец,Варенец,seasonal,0,643,1650.0%,0.0%,0.0%,0,Продукты/Молочные продукты и яйца/Варенец,"no_buyout, no_profit, no_sellers",False
Грузовой и коммерческий транспорт,Грузовой и коммерческий транспорт,seasonal,0,"4,623,200",50.0%,70.0%,7.0%,0,Транспортные средства/Грузовой и коммерческий транспорт,no_sellers,False
Канцтовары / Клей,Клей для плитки,seasonal,0,"10,494",0.0%,100.0%,55.7%,0,Для ремонта/Лакокрасочные материалы/Покрытия для дерева/Клей строительный,"no_commission, no_sellers",False
Для ремонта / Бур,Буркини,dead,0,"3,900",0.0%,0.0%,53.5%,0,Для ремонта/Инструменты и оснастка/Расходные материалы и оснастка/Бур,"no_commission, no_buyout, no_sellers",False
Наконечники для карниза,Наконечники для карниза,dead,0,288,0.0%,75.0%,9.1%,0,Дом/Шторы/Карнизы/Комплектующие для карнизов,"no_commission, no_sellers",False
Женщинам / Бандажи,Бандажи голени,dead,0,"5,198",0.0%,100.0%,54.4%,0,Здоровье/Ортопедия/Бандажи и ортезы,"no_commission, no_sellers",False
Детям / Игрушечные гаражи,Гаражи сборные,seasonal,0,"200,000",300.0%,0.0%,0.0%,0,Сад и дача/Готовые строения и срубы/Гараж сборный,"no_buyout, no_profit, no_sellers",False
Книги 18+,Книги 18+,seasonal,0,597,0.0%,100.0%,33.9%,0,Книги,"no_commission, no_sellers",False
Поке,Поке,dead,0,0,2150.0%,0.0%,33.4%,0,,"no_buyout, no_sellers",False
Автотовары / Габаритные огни,Бенгальские огни,dead,0,"1,600",0.0%,0.0%,48.4%,0,Автотовары/Другие аксессуары и доп. оборудование/Электроника/Габаритные огни,"no_commission, no_buyout, no_sellers",False
Дозаторы для бассейнов,Дозаторы для бассейнов,seasonal,0,656,0.0%,100.0%,36.0%,0,Сад и дача/Бассейны/Аксессуары для бассейнов/Аксессуар для бассейна,"no_commission, no_sellers",False
Гардины,Гардины,dead,0,"2,220",0.0%,92.3%,50.8%,0,,"no_commission, no_sellers",False
Электрошокеры,Электрошокеры,dead,0,"1,400",2250.0%,0.0%,0.0%,0,,"no_buyout, no_profit, no_sellers",False
Балясины,Балясины,dead,0,"1,493",0.0%,100.0%,47.8%,0,,"no_commission, no_sellers",False
Мужчинам / Боди,Боди гимнастические,seasonal,0,513,0.0%,100.0%,30.1%,0,Спорт/Для женщин/Одежда/Боди и купальники/Купальник гимнастический,"no_commission, no_sellers",False
Спорт / Колеса,Колеса автомобильные,seasonal,0,550,0.0%,100.0%,31.9%,0,Автотовары/Шины и диски колесные/Шины/Шина автомобильная,"no_commission, no_sellers",False
Гидроциклы,Гидроциклы,dead,0,"2,852,500",50.0%,0.0%,7.0%,0,,"no_buyout, no_sellers",False
Детям / Посуда,Посуда и инвентарь,seasonal,0,306,2950.0%,100.0%,0.0%,0,Дом/Кухня/Декоративная посуда,"no_profit, no_sellers",False
Переходники для бассейна,Переходники для бассейна,seasonal,0,"1,414",0.0%,100.0%,47.2%,0,Сад и дача/Бассейны/Аксессуары для бассейнов/Аксессуар для бассейна,"no_commission, no_sellers",False
Агроперлит,Агроперлит,dead,0,"9,682",0.0%,98.7%,55.6%,0,,"no_commission, no_sellers",False
Насадки для зубных щеток,Насадки для зубных щеток,seasonal,0,945,0.0%,100.0%,42.4%,0,Здоровье/Уход за полостью рта/Насадки для электрических зубных щеток,"no_commission, no_sellers",False
