display,name,revenue,avg_price,commission,buyout_pct,profit_pct,sellers_with_sales
Дом / Блюдца,Блюдца,"23,610,035",825,2950.0%,72.3%,59.5%,597
Дом / Наперники,Наперники,"23,579,920","1,127",2950.0%,87.2%,63.5%,233
Дом / Щетки кухонные,Щетки кухонные,"23,572,139",562,2450.0%,92.5%,61.6%,911
Автотовары / Мотокофр,Мотокофры,"23,554,152","1,071",2650.0%,76.9%,62.0%,139
Дом / Овощечистки,Овощечистки,"23,546,159",549,2950.0%,93.3%,54.5%,1258
Спорт / Очки защитные,Защитные кейсы,"23,486,819",785,3450.0%,72.7%,52.0%,249
Дом / Глюкофон,Глюкофоны,"23,418,076","1,452",2850.0%,79.7%,65.2%,294
Мужчинам / Противогазы,Противогазы,"23,310,735","1,370",2850.0%,75.3%,65.7%,133
Иглы для швейных машин,Иглы для швейных машин,"23,296,773",506,2950.0%,95.2%,51.4%,352
Запчасти для духового шкафа,Запчасти для духового шкафа,"23,292,961","1,733",2750.0%,89.3%,67.0%,187
Спорт / Лыжероллеры,Лыжероллеры,"23,282,041","8,889",2750.0%,83.3%,23.7%,36
Сад и дача / Коврики для бани,Коврики для бани,"23,256,457","1,329",2850.0%,90.5%,62.6%,485
Канцтовары / Блокноты творческие,Блокноты творческие,"23,251,136",531,2950.0%,91.3%,52.4%,640
Дом / Открывалки,Открывалки,"23,242,634",588,2450.0%,91.1%,61.9%,1273
Мужчинам / Термоноски,Термоноски,"23,237,968",529,3450.0%,81.7%,48.2%,581
Футболки для животных,Футболки для животных,"23,229,362",520,2150.0%,64.8%,56.3%,225
Спорт / Грузила,Грузила,"23,225,838",391,2750.0%,89.0%,51.3%,403
Красота / Носки косметические,Носки косметические,"23,189,917",639,3250.0%,94.6%,52.8%,544
Дом / Комбоусилители,Усилители сцепления,"23,180,390","5,727",2650.0%,100.0%,71.6%,89
Дом / Крышки для банок,Крышки для банок,"23,169,469",647,2950.0%,95.4%,56.1%,784
Автотовары / Навигаторы,Навигаторы,"23,141,333","3,732",2650.0%,70.3%,69.7%,163
Полотенца крестильные,Полотенца крестильные,"23,136,730","1,259",2650.0%,79.6%,65.2%,101
Зоотовары / Шланги для аквариума,Шланги для аквариума,"23,127,994",689,2150.0%,87.4%,65.0%,348
Бытовая техника / Бензопилы,Пилы ручные,"23,104,580",905,3050.0%,91.7%,61.8%,407
Выкройки для рукоделия,Выкройки для рукоделия,"23,084,044",721,2950.0%,91.6%,58.2%,241
Сумки для обследования животных,Сумки для обследования животных,"23,005,682","2,479",2150.0%,73.0%,74.4%,190
Спорт / Нарукавники,Нарукавники,"22,977,953",504,2450.0%,88.2%,61.2%,681
Красота / Аппликаторы,Аппликаторы,"22,963,124",534,2750.0%,94.3%,58.0%,593
Спорт / Стойки спортивные,Стойки спортивные,"22,960,863","4,187",2750.0%,88.4%,70.9%,163
Здоровье / Инъектор,Инъекторы,"22,936,731","1,440",3150.0%,100.0%,62.6%,54
Красота / Одеколон,Одеколон,"22,929,091",759,3250.0%,94.1%,56.6%,219
Спорт / Колеса,Колеса,"22,917,454","1,217",2750.0%,86.4%,64.5%,174
Компрессионные колготки,Компрессионные колготки,"22,903,108","2,001",3150.0%,77.4%,63.3%,88
Для ремонта / Аэрограф,Аэрографы,"22,898,602","1,974",3150.0%,88.1%,64.2%,214
Автотовары / Стоп-сигналы,Стоп-сигналы,"22,886,390","1,562",2650.0%,80.0%,67.4%,357
Наборы аксессуаров для бани,Наборы аксессуаров для бани,"22,857,136","1,105",2850.0%,87.8%,63.3%,418
Дом / Емкости для выпечки,Емкости для выпечки,"22,844,827",771,2950.0%,86.8%,58.9%,614
Для ремонта / Ленты кромочные,Ленты кромочные,"22,835,290",888,2650.0%,80.0%,63.1%,213
Автотовары / Козырьки для авто,Козырьки для авто,"22,814,032","1,001",2650.0%,80.6%,65.7%,471
Дом / Маски сувенирные,Маски сувенирные,"22,752,312","1,518",2950.0%,76.0%,64.1%,386
Мухобойки электрические,Мухобойки электрические,"22,741,171","1,024",2550.0%,86.8%,65.1%,373
Спорт / Чипсы протеиновые,Чипсы протеиновые,"22,733,208",694,2550.0%,85.5%,62.1%,45
Приборы для калибровки,Приборы для калибровки,"22,708,166","1,497",2350.0%,70.0%,21.0%,96
Для ремонта / Поликарбонат,Поликарбонат,"22,638,830","3,038",2850.0%,86.1%,68.9%,72
Держатели канцелярские,Держатели канцелярские,"22,623,302","1,140",2450.0%,84.4%,69.2%,452
Насадки для блендеров,Насадки для блендеров,"22,596,862","1,163",2450.0%,78.6%,67.3%,196
Сад и дача / Мульча,Мульча,"22,581,196",722,2950.0%,92.6%,60.2%,432
Наборы для крепких напитков,Наборы для крепких напитков,"22,580,053","1,780",2950.0%,76.4%,64.8%,412
Красота / Маски гидрогелевые,Маски гидрогелевые,"22,573,047",583,3250.0%,93.0%,51.1%,905
Бытовая техника / Умные весы,Умные розетки,"22,547,623",981,2450.0%,90.2%,67.4%,423
Дом / Булавки,Булавки,"22,535,666",470,2450.0%,89.1%,57.1%,741
Для ремонта / Анемометр,Анемометры,"22,497,954","2,136",3150.0%,80.8%,64.0%,85
Пульты управления сигнализацией,Пульты управления сигнализацией,"22,475,745",982,2650.0%,91.6%,65.0%,322
Промывки масляной системы,Промывки масляной системы,"22,460,467",769,2650.0%,89.8%,62.1%,203
Сад и дача / Пруды декоративные,Пруды декоративные,"22,441,602","1,099",2950.0%,100.0%,64.1%,130
Сад и дача / Картриджи для насоса,Картриджи для насоса,"22,404,616","1,233",2850.0%,89.2%,64.3%,291
Спорт / Рули велосипедные,Рули велосипедные,"22,374,187",808,2750.0%,79.8%,63.5%,199
Лестницы для животных,Лестницы для животных,"22,369,326","1,972",2150.0%,76.3%,73.7%,356
Бытовая техника / Сушки для обуви,Сушки для обуви,"22,304,412","1,108",2550.0%,87.2%,66.5%,711
Матрасы в кроватку для новорожденных,Матрасы в кроватку для новорожденных,"22,247,083","3,452",2650.0%,79.8%,70.6%,77
Боксы для рыболовных принадлежностей,Боксы для рыболовных принадлежностей,"22,218,911","1,034",2750.0%,85.9%,63.9%,487
Продукты / Морепродукты сушеные,Морепродукты сушеные,"22,215,290",783,2150.0%,82.7%,69.2%,40
Аксессуары для виртуальных очков,Аксессуары для виртуальных очков,"22,211,677","1,334",2950.0%,80.1%,63.9%,189
Бытовая техника / Шашлычницы,Шашлычницы,"22,210,288","3,537",2450.0%,76.9%,72.7%,205
Пакеты для уборки за животными,Пакеты для уборки за животными,"22,189,279",697,2150.0%,93.3%,65.0%,511
Грунты для аквариумов и террариумов,Грунты для аквариумов и террариумов,"22,180,751",564,2150.0%,88.1%,61.7%,458
Сумки для фотоаппаратов,Сумки для фотоаппаратов,"22,166,844","1,249",2850.0%,58.5%,63.1%,190
Детям / Кофточки и джемперы,Кофточки для малышей,"22,124,895",444,3450.0%,76.5%,41.6%,228
Инструменты для заточки,Инструменты для заточки,"22,112,123","1,040",2750.0%,73.3%,63.6%,90
Для ремонта / Газоанализатор,Газоанализаторы,"22,102,925","1,742",3150.0%,78.6%,62.4%,145
Товары для взрослых / Насадки на член,Насадки на член,"22,060,869","1,260",2950.0%,86.3%,62.5%,295
Комплекты заземления для дома,Комплекты заземления для дома,"22,038,478",874,2850.0%,88.9%,64.9%,82
Дом / Брезенты,Брезенты,"22,024,876","1,689",2850.0%,74.6%,66.8%,162
Мебель / Полки в холодильник,Полки в холодильник,"22,012,108",858,2550.0%,85.8%,65.3%,304
Спорт / Чехлы спортивные,Чехлы спортивные,"22,001,062",892,2950.0%,80.8%,60.4%,451
Канцтовары / Циркули,Циркули,"22,000,846",553,2450.0%,86.2%,58.3%,548
Косметические цветные линзы,Косметические цветные линзы,"21,994,617",579,2750.0%,100.0%,57.9%,172
Ножницы по металлу электрические,Ножницы по металлу электрические,"21,990,601","3,727",3050.0%,100.0%,60.2%,148
Аксессуары / Капоры,Капоры,"21,988,668","1,080",3450.0%,40.4%,44.0%,699
Продукты / Уксусы,Уксусы,"21,984,821",700,2150.0%,92.4%,65.8%,384
Красота / Твердые шампуни,Твердые шампуни,"21,974,876",514,3250.0%,95.5%,49.6%,719
Продукты / Смеси для десертов,Смеси для десертов,"21,967,320",578,2050.0%,93.6%,64.1%,210
Корм для рептилий и черепах,Корм для рептилий и черепах,"21,950,152",658,2150.0%,95.9%,62.2%,237
Дом / Иглы для рукоделия,Иглы для рукоделия,"21,942,931",560,2450.0%,91.0%,61.5%,582
Аккумуляторы температуры,Аккумуляторы температуры,"21,931,762",586,2600.0%,88.5%,59.2%,560
Насосно-смесительные узлы,Насосно-смесительные узлы,"21,907,836","4,698",2750.0%,100.0%,71.0%,124
Штампы для творчества,Штампы для творчества,"21,903,837",512,2950.0%,85.1%,52.0%,495
Спорт / Бинты спортивные,Бинты медицинские,"21,853,534",471,3150.0%,92.6%,50.7%,163
Носовые платки,Носовые платки,"21,845,278",585,3450.0%,88.3%,49.5%,475
Аксессуары для косметических аппаратов,Аксессуары для косметических аппаратов,"21,842,441",936,2550.0%,89.2%,65.6%,302
Сад и дача / Колонки для воды,Колонки для воды,"21,827,236","1,405",2950.0%,86.8%,62.1%,88
Дом / Щипцы кухонные,Щипцы кухонные,"21,801,438",532,2450.0%,88.1%,59.8%,947
Транспортные средства / Powerline адаптеры,Powerline адаптеры,"21,798,887",741,2450.0%,85.7%,65.3%,103
Канцтовары / Скобы для степлера,Скобы для степлера,"21,781,892",570,2450.0%,93.8%,60.3%,340
Дом / Одеяла для малышей,Одеяла для малышей,"21,766,383","1,406",2650.0%,77.6%,66.4%,213
Электроника / Картриджи игровые,Картриджи игровые,"21,743,179","2,306",2150.0%,78.3%,73.9%,132
Дом / Губки хозяйственные,Губки хозяйственные,"21,681,001",532,2950.0%,92.5%,55.6%,878
